,,,,,,EXTINTORES DE PLANTA,,,,,,,,,,,,,,,,
,Orden,LOTE,RESPONSABLE,EDIFICO,UBICACIÓN,TIPO,CLASE,CAP.,VTO DE CARGA,VTO PH,BALIZA,CARTEL EN ALTURA,DEMARCACIÓN DE PISO,NRO INTERNO,NRO FABRICACIÓN,AÑO,MARCA,ESTADO,RESERVA,ORIGEN RESERVA,VENCIMIENTO DE LA RESERVA,EMPRESA DE MANTENIMIENTO
647812,736,LOTE 95,Amaya F.,Unidades para emergencias,Autobomba. Magirus,POLVO,ABC,5 Kg,,,NC,NC,NC,S/Nº Int.,657150,2018,Melisam,En recarga,647812,,07/2021,
4489,737,LOTE 95,Amaya F.,Unidades para emergencias,Autobom. Magirus,HALON,ABC,5 Kg,,,NC,NC,NC,S/Nº Int.,4493,2011,Horizonte,En recarga,4489,,03/2021,
2147,738,LOTE 95,Amaya F.,Unidades para emergencias,Autobom. Magirus,CO2,BC,3.5 Kg,,,NC,NC,NC,S/Nº Int.,2147,2009,Horizonte,En recarga,2147,,11/2020,
300255,739,LOTE 95,Amaya F.,Unidades para emergencias,Autobom. Magirus,AFFF,AB,10 Lts,,,NC,NC,NC,S/Nº Int.,300255,2018,Melisam,En recarga,300255,,11/2020,
261,740,LOTE 95,Amaya F.,Unidades para emergencias,Ambulancia-Serv. Médico,POLVO,ABC,2.5 Kg,,,NC,NC,NC,S/Nº Int.,261,2011,Horizonte,En recarga,261,,12/2020,
656202,741,LOTE 95,Amaya F.,Unidades para emergencias,Ambulancia Serv. Bomberos,POLVO,ABC,5 Kg,,,NC,NC,NC,S/Nº Int.,456358,2018,Melisam,En recarga,656202,,10/2020,
1173,742,LOTE 95,Amaya F.,Unidades para emergencias,Fiat Toro- Safetty-,POLVO,ABC,5 Kg,,,NC,NC,NC,S/Nº Int.,656844,2011,Horizonte,En recarga,1173,,06/2021,
5202,743,LOTE 95,Amaya F.,Unidades para emergencias,Fiat Toro- Safetty-,POLVO,ABC,5 Kg,,,NC,NC,NC,S/Nº Int.,857149,2011,Horizonte,En recarga,5202,,06/2021,
853000,744,LOTE 95,Amaya F.,Unidades para emergencias,Fiat Toro- Safetty-,CO2,BC,3.5 Kg,,,NC,NC,NC,S/Nº Int.,857149,2018,Drago,En recarga,853000,,11/2020,
676723,745,LOTE 95,Amaya F.,Comedor Central,Comedor Central,POLVO,ABC,10 Kg,,,OK,OK,OK,1269,676119,2018,Melisan,En recarga,676723,,10/2020,
857137,746,LOTE 95,Amaya F.,Comedor Central,Comedor Central,CO2,BC,5 Kg,,,OK,OK,OK,1270,857920,2018,Drago,En recarga,857137,,11/2020,
857029,747,LOTE 95,Amaya F.,Comedor Central,Comedor Central,CO2,BC,5 Kg,,,OK,OK,OK,1271,857460,2018,Drago,En recarga,857029,,11/2020,
857125,748,LOTE 95,Amaya F.,Comedor Central,Comedor Central,CO2,BC,5 Kg,,,OK,OK,OK,1272,857454,2018,Drago,En recarga,857125,,11/2020,
,749,LOTE 95,Amaya F.,Comedor Central,Comedor Central,POLVO,ABC,5 Kg,10/2020,10/2023,OK,OK,OK,1261,657044,2018,Melisan,En planta,,#N/A,#N/A,
656285,750,LOTE 95,Amaya F.,Comedor Central,Comedor Central,POLVO,ABC,5 Kg,,,OK,OK,OK,1262,669395,2018,Melisan,En recarga,656285,,10/2020,
,751,LOTE 95,Amaya F.,Comedor Central,Comedor Central,POLVO,ABC,5 Kg,10/2020,10/2023,OK,OK,OK,1263,669270,2018,Melisan,En planta,,#N/A,#N/A,
648048,752,LOTE 95,Amaya F.,Comedor Central,Comedor Central,POLVO,ABC,5 Kg,,,OK,OK,OK,1264,657424,2018,Melisan,En recarga,648048,,10/2020,
648079,753,LOTE 95,Amaya F.,Comedor Central,Comedor Central,POLVO,ABC,5 Kg,,,OK,OK,OK,1265,669812,2018,Melisan,En recarga,648079,,10/2020,
648095,754,LOTE 95,Amaya F.,Comedor Central,Comedor Central,POLVO,ABC,5 Kg,,,OK,OK,OK,1266,657372,2018,Melisan,En recarga,648095,,10/2020,
,755,LOTE 95,Amaya F.,Comedor Central,Atos Call-Center,POLVO,ABC,5 Kg,10/2020,10/2023,OK,OK,NOK,1267,657396,2018,Melisan,En planta,,#N/A,#N/A,
,756,LOTE 95,Amaya F.,Comedor Central,Atos Oficina,POLVO,ABC,5 Kg,5/2021,5/2023,OK,OK,OK,1268,669387,2018,Melisan,En planta,,#N/A,#N/A,
,757,LOTE 95,Amaya F.,Edificio Central,Cantina Edif Ctral.,POLVO,ABC,5 Kg,,,,,,1281,647691,2018,Melisan,En planta,,#N/A,#N/A,
859797,758,LOTE 95,Amaya F.,Edificio Central,Pasillo Pta. Baja,CO2,BC,10 Kg,,,OK,OK,OK,1291,855860,2018,Drago,En recarga,859797,J,11/2020,
860186,759,LOTE 95,Amaya F.,Edificio Central,Pasillo Pta. Baja,CO2,BC,10 Kg,,,OK,OK,OK,1292,855861,2018,Drago,En recarga,860186,J,11/2020,
855851,760,LOTE 95,Amaya F.,Edificio Central,Pasillo Pta. Baja,CO2,BC,10 Kg,,,OK,OK,OK,1293,855844,2018,Drago,En recarga,855851,J,11/2020,
,761,LOTE 95,Amaya F.,Edificio Central,Sub suelo A/ Accond.,CO2,BC,10 Kg,,,,,,1295,856995,2018,Drago,En planta,,#N/A,#N/A,
859794,762,LOTE 95,Amaya F.,Edificio Central,Inform - Comun-1-,CO2,BC,10 Kg,,,OK,OK,OK,1297,856997,2018,Drago,En recarga,859794,J,11/2020,
2188,763,LOTE 95,Amaya F.,Edificio Central,Inform - Comun-1-,CO2,BC,3.5 Kg,,,OK,OK,OK,1300,855686,2018,Drago,En recarga,2188,,03/2021,
647904,764,LOTE 95,Amaya F.,Edificio Central,Inform - Comun-1-,CO2,BC,5 Kg,,,OK,OK,OK,1282,647277,2018,Drago,En recarga,647904,,12/2020,
,765,LOTE 95,Amaya F.,Edificio Central,Inform - Comun-2-,CO2,BC,10 Kg,11/2020,11/2023,OK,OK,OK,1296,856996,2018,Drago,En planta,,#N/A,#N/A,
857932,766,LOTE 95,Amaya F.,Edificio Central,Inform - Comun-2-,CO2,BC,5 Kg,,,OK,OK,OK,1307,855716,2018,Drago,En recarga,857932,,11/2020,
2444,767,LOTE 95,Amaya F.,Edificio Central,Inform - Comun-2-,CO2,BC,3.5 Kg,,,OK,OK,OK,1301,855653,2018,Drago,En recarga,2444,,03/2021,
648033,768,LOTE 95,Amaya F.,Edificio Central,Inform - Comun-2-,POLVO,ABC,5 Kg,,,OK,OK,OK,1283,647694,2018,Drago,En recarga,648033,,12/2020,
857916,769,LOTE 95,Amaya F.,Edificio Central,Control Industrial,CO2,BC,5 Kg,,,OK,OK,OK,1309,855753,2018,Drago,En recarga,857916,,11/2020,
760633,770,LOTE 95,Amaya F.,Edificio Central,Control Industrial,POLVO,ABC,5 Kg,,,OK,OK,OK,1284,647550,2018,Melisan,En recarga,760633,,12/2020,
657340,771,LOTE 95,Amaya F.,Edificio Central,Ingreso al minibanco,POLVO,ABC,5 Kg,,,OK,OK,OK,1288,647991,2018,Melisan,En recarga,657340,,03/2021,
1416,772,LOTE 95,Amaya F.,Edificio Central,Banco Galicia -interno-,CO2,BC,2 Kg,,,OK,OK,OK,S/Nº,,2018,Drago,En recarga,1416,,03/2021,
858756,773,LOTE 95,Amaya F.,Edificio Central,Seguridad Patrimonial,CO2,BC,10 Kg,,,OK,OK,OK,1294,855734,2018,Drago,En recarga,858756,J,12/2020,
857407,774,LOTE 95,Amaya F.,Edificio Central,Seguridad Patrimonial,CO2,BC,5 Kg,,,OK,OK,OK,1308,8/55734,2018,Drago,En recarga,857407,,11/2020,
2274,775,LOTE 95,Amaya F.,Edificio Central,Direccion,CO2,BC,3.5 Kg,,,OK,OK,OK,1302,855633,2018,Drago,En recarga,2274,,03/2021,
2382,776,LOTE 95,Amaya F.,Edificio Central,Direccion,CO2,BC,3.5 Kg,,,OK,OK,OK,1303,855642,2018,Drago,En recarga,2382,,03/2021,
2520,777,LOTE 95,Amaya F.,Edificio Central,Direccion,CO2,BC,3.5 Kg,,,OK,OK,OK,1304,855656,2018,Drago,En recarga,2520,,03/2021,
,778,LOTE 95,Amaya F.,Edificio Central,Personal,POLVO,ABC,5 Kg,3/2021,3/2023,OK,OK,OK,1285,647272,2018,Melisam,En planta,,#N/A,#N/A,
2521,779,LOTE 95,Amaya F.,Edificio Central,Personal,CO2,BC,3.5 Kg,,,OK,OK,OK,1305,855587,2018,Drago,En recarga,2521,,03/2021,
760159,780,LOTE 95,Amaya F.,Edificio Central,Personal,POLVO,ABC,5 Kg,,,OK,OK,OK,1289,647525,2018,Melisam,En recarga,760159,,12/2020,
859785,781,LOTE 95,Amaya F.,Edificio Central,Comercial PostVenta,CO2,BC,10 Kg,,,OK,OK,OK,1299,856969,2018,Drago,En recarga,859785,J,11/2020,
656119,782,LOTE 95,Amaya F.,Edificio Central,Comercial PostVenta,POLVO,ABC,5 Kg,,,OK,OK,OK,1287,648024,2018,Melisam,En recarga,656119,,12/2020,
859200,783,LOTE 95,Amaya F.,Edificio Central,Comercial,CO2,BC,10 Kg,,,OK,OK,OK,1298,856998,2018,Drago,En recarga,859200,,11/2020,
760589,784,LOTE 95,Amaya F.,Edificio Central,Comercial,POLVO,ABC,5 Kg,,,OK,OK,OK,1286,648006,2018,Melisam,En recarga,760589,,12/2020,
,785,LOTE 95,Amaya F.,Edificio Central,Casilla Ascensor,CO2,BC,5 Kg,,,,,,S/Nº Int.,,,,En planta,,#N/A,#N/A,
675891,786,LOTE 95,Amaya F.,Edificio Central,Subestacion eléctrica,POLVO,ABC,10 Kg,,,OK,OK,OK,1311,625221,2018,Melisam,En recarga,675891,,12/2020,
656197,787,LOTE 95,Delfitto C.,Centro médico Medife-,Recepcion,POLVO,ABC,5 Kg,,,OK,OK,OK,1321,647696,2018,Melisam,En recarga,656197,,10/2020,Cassaro
646738,788,LOTE 95,Delfitto C.,Centro médico Medife-,Direccion Medife,POLVO,ABC,5 Kg,,,OK,OK,OK,1322,647630,2018,Melisam,En recarga,646738,,10/2020,Cassaro
656172,789,LOTE 95,Delfitto C.,Centro médico Medife-,Direccion Medife,POLVO,ABC,5 Kg,,,OK,OK,OK,1323,647659,2018,Melisam,En recarga,656172,,10/2020,Cassaro
656108,790,LOTE 95,Delfitto C.,Centro médico Medife-,Sala de espera (1),POLVO,ABC,5 Kg,,,OK,OK,OK,1324,647628,2018,Melisam,En recarga,656108,,10/2020,Cassaro
647988,791,LOTE 95,Delfitto C.,Centro médico Medife-,Sala de rayos X,POLVO,ABC,5 Kg,,,OK,OK,OK,1325,647699,2018,Melisam,En recarga,647988,,10/2020,Cassaro
656194,792,LOTE 95,Delfitto C.,Centro médico Medife-,Laboratorio,POLVO,ABC,5 Kg,,,OK,OK,OK,1326,648000,2018,Melisam,En recarga,656194,,10/2020,Cassaro
656379,793,LOTE 95,Delfitto C.,Centro médico Medife-,Sala de espera (1),POLVO,ABC,5 Kg,,,OK,OK,OK,1327,647656,2018,Melisam,En recarga,656379,,10/2020,Cassaro
656180,794,LOTE 95,Delfitto C.,Centro médico Medife-,Sala de espera (2),POLVO,ABC,5 Kg,,,OK,OK,OK,1328,647403,2018,Melisam,En recarga,656180,,10/2020,Cassaro
648057,795,LOTE 95,Delfitto C.,Centro médico Medife-,Fisoterapia,POLVO,ABC,5 Kg,,,OK,OK,OK,1329,647702,2018,Melisam,En recarga,648057,,10/2020,Cassaro
656373,796,LOTE 95,Delfitto C.,Centro médico Medife-,Consultorio 10,POLVO,ABC,5 Kg,,,OK,OK,OK,1330,647664,2018,Melisam,En recarga,656373,,10/2020,Cassaro
656275,797,LOTE 95,Delfitto C.,Centro médico Medife-,Hall de servicio,POLVO,ABC,5 Kg,,,OK,OK,OK,1331,647700,2018,Melisam,En recarga,656275,,10/2020,Cassaro
656334,798,LOTE 95,Delfitto C.,Centro médico Medife-,Hall de servicio,POLVO,ABC,5 Kg,,,OK,OK,OK,1332,647994,2018,Melisam,En recarga,656334,,10/2020,Cassaro
656224,799,LOTE 95,Delfitto C.,Auditorio Susana Agnelli,Auditorio- S. Agnelli,POLVO,ABC,5 Kg,,,OK,OK,OK,1341,669356,2018,Melisam,En recarga,656224,,10/2020,Cassaro
656214,800,LOTE 95,Delfitto C.,Auditorio Susana Agnelli,Auditorio- S. Agnelli,POLVO,ABC,5 Kg,,,OK,OK,OK,1342,669392,2018,Melisam,En recarga,656214,,10/2020,Cassaro
648082,801,LOTE 95,Delfitto C.,Auditorio Susana Agnelli,Auditorio- S. Agnelli,POLVO,ABC,5 Kg,,,OK,OK,OK,1343,654734,2018,Melisam,En recarga,648082,,10/2020,Cassaro
647997,802,LOTE 95,Delfitto C.,Auditorio Susana Agnelli,Auditorio- S. Agnelli,POLVO,ABC,5 Kg,,,OK,OK,OK,1344,657334,2018,Melisam,En recarga,647997,,10/2020,Cassaro
656138,803,LOTE 95,Delfitto C.,Auditorio Susana Agnelli,Auditorio- S. Agnelli,POLVO,ABC,5 Kg,,,OK,OK,OK,1345,657347,2018,Melisam,En recarga,656138,,10/2020,Cassaro
218149,804,LOTE 95,Delfitto C.,Auditorio Susana Agnelli,Auditorio- S. Agnelli,POLVO,ABC,5 Kg,,,OK,OK,OK,1346,657390,2018,Melisam,En recarga,218149,D-13,1/10/2020,Cassaro
,805,LOTE 95,Delfitto C.,Auditorio Susana Agnelli,Auditorio- S. Agnelli,HALON,ABC,5 Kg,3/2021,3/2021,OK,OK,OK,1347,4327,2011,Horizonte,En planta,,#N/A,#N/A,Cassaro
3718,806,LOTE 95,Delfitto C.,Playa de Operarios,Playa de Operarios FCA,POLVO,ABC,25 Kg,,,OK,OK,OK,S/Nº Int.,3705,2011,Horizonte,En recarga,3718,L,1/12/2020,Cassaro
,807,LOTE 95,Delfitto C.,Playa de Operarios,Playa de Operarios FCA,POLVO,ABC,25 Kg,10/2020,10/2021,OK,OK,OK,S/Nº Int.,3701,2011,Horizonte,En planta,,#N/A,#N/A,Cassaro
1680,808,LOTE 95,Delfitto C.,Playa de Operarios,Playa de Operarios FCA,POLVO,ABC,5 Kg,,,OK,OK,OK,S/Nº Int.,657208,2018,Melisam,En recarga,1680,C-06,1/7/2021,Cassaro
1385,809,LOTE 95,Delfitto C.,Playa de Operarios,Playa de Operarios FCA,POLVO,ABC,5 Kg,,,OK,OK,OK,S/Nº Int.,657432,2018,Melisam,En recarga,1385,C-06,1/7/2021,Cassaro
347,810,LOTE 95,Delfitto C.,Playa de Operarios,Playa de Operarios FCA,POLVO,ABC,5 Kg,,,OK,OK,OK,Reserva,737653,2018,Melisam,En recarga,347,C-06,1/7/2021,Cassaro
5177,811,LOTE 95,Delfitto C.,Playa de Operarios,Playa de Operarios FCA,POLVO,ABC,5 Kg,,,OK,OK,OK,Reserva,657412,2018,Melisam,En recarga,5177,C-06,1/6/2021,Cassaro
,812,LOTE 95,Delfitto C.,Playa de Dependientes,Playa de Dependientes,POLVO,ABC,25 Kg,5/2021,5/2023,OK,OK,OK,S/Nº Int.,51905,2018,Melisam,En planta,,#N/A,#N/A,Cassaro
,813,LOTE 95,Delfitto C.,Playa de Dependientes,Playa de Dependientes,POLVO,ABC,25 Kg,10/2020,10/2024,OK,OK,OK,S/Nº Int.,38262,2009,Melisam,En planta,,#N/A,#N/A,Cassaro
4669,814,LOTE 95,Delfitto C.,Playa de Dependientes,Playa de Dependientes,POLVO,ABC,5 Kg,,,OK,OK,OK,S/Nº Int.,657423,2018,Melisam,En recarga,4669,C-06,1/7/2021,Cassaro
2845,815,LOTE 95,Delfitto C.,Playa de Dependientes,Playa de Dependientes,POLVO,ABC,5 Kg,,,OK,OK,OK,S/Nº Int.,656905,2018,Melisam,En recarga,2845,C-06,1/7/2021,Cassaro
1705,816,LOTE 95,Delfitto C.,Playa de Dependientes,Playa de Dependientes,POLVO,ABC,5 Kg,,,OK,OK,OK,S/Nº Int.,669446,2018,Melisam,En recarga,1705,A-02,10/2020,Cassaro
147,817,LOTE 95,Delfitto C.,Playa de Dependientes,Playa de Dependientes,POLVO,ABC,5 Kg,,,OK,OK,OK,S/Nº Int.,657029,2018,Melisam,En recarga,147,H-26,5/2021,Cassaro
,818,LOTE 95,Delfitto C.,Playa de Dependientes,Playa de Dependientes,POLVO,ABC,5 Kg,10/2020,10/2023,OK,OK,OK,S/Nº Int.,656175,2018,Melisam,En planta,,#N/A,#N/A,Cassaro
,819,LOTE 95,Delfitto C.,Playa de Dependientes,Playa de Dependientes,POLVO,ABC,5 Kg,10/2020,10/2021,OK,OK,OK,S/Nº Int.,2244,2011,Horizonte,En planta,,#N/A,#N/A,Cassaro
,820,LOTE 95,Delfitto C.,Playa de Dependientes,Playa de Dependientes,POLVO,ABC,5 Kg,10/2020,10/2023,OK,OK,OK,S/Nº Int.,271071,2008,Yukon,En planta,,#N/A,#N/A,Cassaro
,821,LOTE 95,Delfitto C.,Edificio Guardia Central/Recepción,Guardia Central,HALON,ABC,5 Kg,5/2021,5/2021,OK,OK,OK,1152,4480,2011,Horizonte,En planta,,#N/A,#N/A,Cassaro
625068,822,LOTE 95,Delfitto C.,Edificio Guardia Central/Recepción,Gdia. Ctral. Ext.,POLVO,ABC,10 Kg,,,OK,OK,OK,1151,657800,2018,Melisam,En recarga,625068,A-02,1/7/2021,Cassaro
,823,LOTE 95,Delfitto C.,Edificio Guardia Central/Recepción,Recepcion,HALON,ABC,5 Kg,5/2021,5/2021,OK,OK,OK,1153,3702,2011,Horizonte,En planta,,#N/A,#N/A,Cassaro
,824,LOTE 95,Delfitto C.,Edificio Guardia Central/CCTV-Prevención de extraviados-,Sala CCTV ext.,HALON,ABC,5 Kg,5/2021,5/2021,OK,OK,OK,1154,3157,2011,Horizonte,En planta,,#N/A,#N/A,Cassaro
,825,LOTE 95,Delfitto C.,Edificio Guardia Central/CCTV-Prevención de extraviados-,Prevención de extraviados,HALON,ABC,5 Kg,5/2021,5/2021,OK,OK,OK,1155,715,2011,Horizonte,En planta,,#N/A,#N/A,Cassaro
,826,LOTE 95,Delfitto C.,"Guardia Central- Ventas directas/ Servicio Generales,",Ventas Directas,HALON,ABC,5 Kg,5/2021,5/2021,OK,OK,OK,1156,3851,2011,Horizonte,En planta,,#N/A,#N/A,Cassaro
,827,LOTE 95,Delfitto C.,"Guardia Central- Ventas directas/ Servicio Generales,",Serv. Grales,HALON,ABC,5 Kg,5/2021,5/2021,OK,OK,OK,1157,3357,2011,Horizonte,En planta,,#N/A,#N/A,Cassaro
,828,LOTE 95,Delfitto C.,"Guardia Central- Ventas directas/ Servicio Generales,",Serv. Grales,HALON,ABC,5 Kg,5/2020,5/2021,OK,OK,OK,1158,4049,2011,Horizonte,En planta,,#N/A,#N/A,Cassaro
,829,LOTE 95,Delfitto C.,Servicio médico de Planta,Ser. Med. Interior,POLVO,ABC,5 Kg,10/2020,10/2023,OK,OK,OK,1148,656242,2018,Melisam,En planta,,#N/A,#N/A,Cassaro
271747,830,LOTE 95,Delfitto C.,Servicio médico de Planta,Ser. Med. Interior,POLVO,ABC,5 Kg,,,OK,OK,OK,1149,648053,2018,Melisam,En recarga,271747,C-06,1/12/2020,Cassaro
676648,831,LOTE 95,Delfitto C.,Servicio médico de Planta,Ser. Med. Ext.,POLVO,ABC,10 Kg,,,OK,OK,OK,1150,676706,2018,Melisam,En recarga,676648,,12/2020,Cassaro
,832,LOTE 95,Delfitto C.,Nueva data Center,Nueva data Center,POLVO,ABC,5 Kg,3/2021,3/2022,OK,OK,OK,1136,1647865,2017,Yukon,En planta,,#N/A,#N/A,Cassaro
,833,LOTE 95,Delfitto C.,Nueva data Center,Nueva data Center,POLVO,ABC,5 Kg,3/2021,3/2022,OK,OK,OK,1137,1646821,2017,Yukon,En planta,,#N/A,#N/A,Cassaro
,834,LOTE 95,Delfitto C.,Nueva data Center,Nueva data Center,CO2,BC,2 Kg,3/2021,3/2022,OK,OK,OK,1138,826721,2017,Yukon,En planta,,#N/A,#N/A,Cassaro
,835,LOTE 95,Delfitto C.,Nueva data Center,Nueva data Center,HALON,ABC,2.5 Kg,3/2021,3/2022,OK,OK,OK,1139,1626607,2017,Yukon,En planta,,#N/A,#N/A,Cassaro
,836,LOTE 95,Delfitto C.,Nueva data Center,Nueva data Center,HALON,ABC,2.5 Kg,3/2021,3/2022,OK,OK,OK,1140,1626675,2017,Yukon,En planta,,#N/A,#N/A,Cassaro
2060,837,LOTE 95,Delfitto C.,FCA- Service,FCA Service-oficina-,CO2,BC,3.5 Kg,,,OK,OK,OK,1166,855574,2018,Melisam,En recarga,2060,,03/2021,Cassaro
857114,838,LOTE 95,Delfitto C.,FCA- Service,FCA Service-oficina-,CO2,BC,3.5 Kg,,,OK,OK,OK,1167,855603,2018,Melisam,En recarga,857114,E-15,1/3/2021,Cassaro
2545,839,LOTE 95,Delfitto C.,FCA- Service,FCA Service-oficina-,CO2,BC,3.5 Kg,,,OK,OK,OK,1170,855637,2018,Melisam,En recarga,2545,E-15,1/3/2021,Cassaro
2157,840,LOTE 95,Delfitto C.,FCA- Service,FCA Service-oficina-,POLVO,ABC,10 Kg,,,OK,OK,OK,1172,625385,2018,Melisam,En recarga,2157,A-02,1/3/2021,Cassaro
,841,LOTE 95,Delfitto C.,FCA- Service,FCA Service-oficina-,HALON,ABC,10 Kg,10/2020,10/2020,OK,OK,OK,1178,970331,2005,Yukon,En planta,,#N/A,#N/A,Cassaro
,842,LOTE 95,Delfitto C.,FCA- Service,FCA Service-oficina-,HALON,ABC,10 Kg,11/2020,10/2024,OK,OK,OK,1180,970443,2005,Yukon,En planta,,#N/A,#N/A,Cassaro
,843,LOTE 95,Delfitto C.,FCA- Service,FCA Service-oficina-,HALON,ABC,5 Kg,10/2020,10/2024,OK,OK,OK,1179,968095,2005,Yukon,En planta,,#N/A,#N/A,Cassaro
857031,844,LOTE 95,Delfitto C.,FCA- Service,Tesoreria,CO2,BC,3.5 Kg,3/2021,3/2021,OK,OK,OK,1169,855612,2018,Drago,En recarga,857031,E-15,1/3/2021,Cassaro
,845,LOTE 95,Delfitto C.,FCA- Service,Gesco (Pgo.Prov.),POLVO,ABC,5 Kg,7/2021,7/2023,OK,OK,OK,1176,647631,2018,Melisam,En planta,,#N/A,#N/A,Cassaro
656299,846,LOTE 95,Delfitto C.,FCA- Service,FCA Service-oficina-,POLVO,ABC,5 Kg,,,OK,OK,OK,1174,647652,2018,Melisam,En recarga,656299,C-09,1/10/2020,Cassaro
2084,847,LOTE 95,Delfitto C.,FCA- Service,FCA Service-oficina-,CO2,BC,3.5 Kg,,,OK,OK,OK,1168,855634,2018,Drago,En recarga,2084,E-15,1/3/2020,Cassaro
656106,848,LOTE 95,Delfitto C.,FCA- Service,FCA Service-oficina-,POLVO,ABC,5 Kg,,,OK,OK,OK,1175,648027,2018,Melisam,En recarga,656106,C-09,1/10/2020,Cassaro
656217,849,LOTE 95,Delfitto C.,FCA- Service,FCA Service-oficina-,POLVO,ABC,5 Kg,,,OK,OK,OK,1177,648021,2018,Melisam,En recarga,656217,C-09,1/10/2020,Cassaro
625277,850,LOTE 95,Delfitto C.,Caldera FCA Service,Caldera FCA Service,POLVO,ABC,10 Kg,,,OK,OK,OK,1173,625277,2018,Melisam,En recarga,625277,A-01,1/3/2021,Cassaro
1148,851,LOTE 95,Delfitto C.,Caldera FCA Service,Caldera FCA Service,CO2,BC,5 Kg,,,OK,OK,OK,1174,857949,2018,Drago,En recarga,1148,E-14,1/5/2021,Cassaro
676642,852,LOTE 95,Delfitto C.,SADI,Oficinas SADI,POLVO,ABC,10 Kg,,,OK,OK,OK,1182,657958,2018,Melisam,En recarga,676642,B-05,1/12/2020,Cassaro
676053,853,LOTE 95,Delfitto C.,SADI,Oficinas SADI,POLVO,ABC,10 Kg,,,OK,OK,OK,1183,676691,2018,Melisam,En recarga,676053,B-05,1/3/2021,Cassaro
676569,854,LOTE 95,Delfitto C.,SADI,Oficinas SADI,POLVO,ABC,10 Kg,,,OK,OK,OK,1184,676052,2018,Melisam,En recarga,676569,B-05,1/12/2020,Cassaro
676646,855,LOTE 95,Delfitto C.,SADI,Oficinas SADI,POLVO,ABC,10 Kg,,,OK,OK,OK,1181,676182,2018,Melisam,En recarga,676646,B-05,1/12/2020,Cassaro
676089,856,LOTE 95,Delfitto C.,SADI,Oficinas SADI,POLVO,ABC,10 Kg,,,OK,OK,OK,1185,676102,2018,Melisam,En recarga,676089,B-05,1/12/2020,Cassaro
,918,LOTE 95,Sitto F.,Asitencia Técnica,Asitencia Técnica,AFFF,AB,10 Lts,12/2020,12/2020,OK,OK,OK,762,300242,2018,Melisam,En planta,,#N/A,#N/A,
,919,LOTE 95,Sitto F.,Asitencia Técnica,Asitencia Técnica,AFFF,AB,10 Lts,12/2020,12/2020,OK,OK,OK,763,300252,2018,Melisam,En planta,,#N/A,#N/A,
,920,LOTE 95,Sitto F.,Asitencia Técnica,Asitencia Técnica,AFFF,AB,10 Lts,12/2020,12/2020,OK,OK,OK,764,468750,2018,Melisam,En planta,,#N/A,#N/A,
,921,LOTE 95,Sitto F.,Asitencia Técnica,Asitencia Técnica,AFFF,AB,10 Lts,12/2020,12/2020,OK,OK,OK,765,300204,2018,Melisam,En planta,,#N/A,#N/A,
,922,LOTE 95,Sitto F.,Asitencia Técnica,Asitencia Técnica,AFFF,AB,10 Lts,12/2020,12/2020,OK,OK,OK,766,300290,2018,Melisam,En planta,,#N/A,#N/A,
,923,LOTE 95,Sitto F.,Asitencia Técnica,Asitencia Técnica,AFFF,AB,10 Lts,12/2020,12/2020,OK,OK,OK,767,300206,2018,Melisam,En planta,,#N/A,#N/A,
,924,LOTE 95,Sitto F.,Asitencia Técnica,Asitencia Técnica,AFFF,AB,10 Lts,12/2020,12/2020,OK,OK,OK,768,468910,2018,Melisam,En planta,,#N/A,#N/A,
2074,925,LOTE 95,Sitto F.,Asitencia Técnica,Asitencia Técnica,CO2,BC,3.5 Kg,,,OK,OK,OK,771,857136,2018,Drago,En recarga,2074,F-18,7/2021,
2527,926,LOTE 95,Sitto F.,Asitencia Técnica,Asitencia Técnica,CO2,BC,3.5 Kg,,,OK,OK,OK,772,857138,2018,Drago,En recarga,2527,F-18,7/2021,
,927,LOTE 95,Sitto F.,Asitencia Técnica,Asitencia Técnica,AFFF,AB,10 Lts,12/2020,12/2020,OK,OK,OK,769,300358,2018,Melisam,En planta,,#N/A,#N/A,
,928,LOTE 95,Sitto F.,Asitencia Técnica,Asitencia Técnica,AFFF,AB,10 Lts,12/2020,12/2020,OK,OK,OK,770,468090,2018,Melisam,En planta,,#N/A,#N/A,
662,929,LOTE 95,Sitto F.,Asitencia Técnica,Asitencia Técnica,POLVO,ABC,10 Kg,,,OK,OK,OK,773,657991,2018,Melisam,En recarga,662,C-09,12/2020,
2193,930,LOTE 95,Sitto F.,Asitencia Técnica,Asitencia Técnica,POLVO,ABC,10 Kg,,,OK,OK,OK,774,657981,2018,Melisam,En recarga,2193,C-09,12/2020,
4570,931,LOTE 95,Sitto F.,Asitencia Técnica,Asitencia Técnica,POLVO,ABC,10 Kg,,,OK,OK,OK,775,657979,2018,Melisam,En recarga,4570,C-09,12/2020,
468060,932,LOTE 95,Uva M.,Unidad de Tratamientos Térmicos,Col. A1 / 04,AFFF,AB,10 Lts,,,OK,OK,OK,1,468599,2018,Melisam,En recarga,468060,G-21,1/11/2020,
468738,933,LOTE 95,Uva M.,Unidad de Tratamientos Térmicos,Col. A1 / 05,AFFF,AB,10 Lts,,,OK,OK,OK,2,468337,2018,Melisam,En recarga,468738,G-21,11/2020,
